Date,Emp_ID,Emp_Name,Model,Line,Stage,Stage_Criticality,Units_Checked,Total_Errors,Defect_Rate,Pass_Ratio,Error_Std_Dev,Critical_Exposure,Suitability_Score
2026-01-10,1002,Kajal,Fortuner,BE-08,Cosmetic,Normal,1551,2,0.0013,0.998,1,50,84.06
2026-01-12,1001,Anuj,Prado NA,BE-07,RF Cable,Critical,1935,6,0.0031,0.995,0.65,66,88.74
2026-01-16,1009,Kiran,Prado EU,BE-09,Inner VI,Semi-Critical,1687,2,0.0012,0.998,0.35,11,87.32
2026-01-14,1009,Kiran,Fortuner,BE-07,Inner VI,Semi-Critical,2145,2,0.0009,0.999,0.05,11,90.34
2026-01-13,1006,Shubham,Fortuner,BE-08,Battery,Semi-Critical,1617,1,0.0006,0.999,0.71,43,86.44
2026-01-10,1003,Ritesh,Fortuner,BE-08,Battery,Semi-Critical,1823,0,0,1,0.37,58,91.13
2026-01-16,1004,Rishi,Innova,BE-09,Camera,Critical,1811,2,0.0011,0.998,0.54,57,89.26
2026-01-10,1004,Rishi,Fortuner,BE-09,Inner VI,Semi-Critical,1977,2,0.001,0.999,1.06,83,86.24
2026-01-14,1005,Puja,Prado NA,BE-08,Camera,Critical,1724,4,0.0023,0.996,0.88,54,85.51
2026-01-15,1003,Ritesh,Prado NA,BE-07,Cosmetic,Normal,2016,1,0.0005,0.999,1.01,39,83.11
2026-01-16,1010,Maya,Fortuner,BE-09,Camera,Critical,2238,0,0,1,0.5,23,86.92
2026-01-13,1008,Saurabh,Fortuner,BE-09,PCB,Critical,1520,1,0.0007,0.999,0.24,33,90.29
2026-01-13,1010,Maya,Prado NA,BE-09,Cosmetic,Normal,1895,0,0,1,0.24,8,88.27
2026-01-13,1008,Saurabh,Fortuner,BE-07,Camera,Critical,1719,2,0.0012,0.998,0.68,60,88.11
2026-01-15,1003,Ritesh,Fortuner,BE-07,Cosmetic,Normal,1899,0,0,1,0.7,28,85.33
2026-01-10,1006,Shubham,Fortuner,BE-08,Battery,Semi-Critical,1500,0,0,1,0.97,52,84.63
2026-01-16,1005,Puja,Prado EU,BE-09,Battery,Semi-Critical,1865,0,0,1,0.89,33,83.85
2026-01-15,1001,Anuj,Innova,BE-07,Inner VI,Semi-Critical,1900,0,0,1,0.62,92,91.47
2026-01-12,1007,Neha,Prado EU,BE-07,Cosmetic,Normal,1776,0,0,1,0.28,84,94.2
2026-01-16,1009,Kiran,Fortuner,BE-07,Camera,Critical,1641,5,0.003,0.996,0.29,59,91.78
2026-01-10,1006,Shubham,Fortuner,BE-09,Battery,Semi-Critical,2075,2,0.001,0.999,0.5,98,93.09
2026-01-16,1005,Puja,Innova,BE-07,Inner VI,Semi-Critical,1889,3,0.0016,0.998,0.6,60,88.87
2026-01-16,1005,Puja,Innova,BE-07,Inner VI,Semi-Critical,1761,1,0.0006,0.999,0.72,69,88.51
2026-01-14,1008,Saurabh,Prado EU,BE-09,Cosmetic,Normal,2229,3,0.0013,0.998,0.4,90,93.4
2026-01-10,1004,Rishi,Innova,BE-09,PCB,Critical,1575,1,0.0006,0.999,0.67,93,91
2026-01-16,1001,Anuj,Fortuner,BE-08,Cosmetic,Normal,1500,2,0.0013,0.998,0.82,28,84.03
2026-01-10,1004,Rishi,Prado NA,BE-07,Battery,Semi-Critical,2098,0,0,1,0.68,61,88.28
2026-01-12,1001,Anuj,Prado NA,BE-09,RF Cable,Critical,2286,2,0.0009,0.999,0.85,53,85.85
2026-01-10,1001,Anuj,Innova,BE-08,PCB,Critical,2249,2,0.0009,0.999,0.12,44,92.39
2026-01-16,1004,Rishi,Prado NA,BE-07,Camera,Critical,2246,4,0.0018,0.997,0.28,53,91.47
2026-01-12,1003,Ritesh,Prado NA,BE-07,Camera,Critical,1810,0,0,1,0.77,90,89.8
2026-01-11,1007,Neha,Fortuner,BE-09,Camera,Critical,2268,4,0.0018,0.998,0.89,12,81.97
2026-01-14,1003,Ritesh,Fortuner,BE-08,Camera,Critical,2268,0,0,1,0.44,73,91.68
2026-01-16,1008,Saurabh,Fortuner,BE-09,Camera,Critical,1659,0,0,1,0.17,101,96.72
2026-01-10,1005,Puja,Innova,BE-07,Battery,Semi-Critical,1993,2,0.001,0.999,0.09,41,92.44
2026-01-16,1008,Saurabh,Fortuner,BE-08,Battery,Semi-Critical,2009,0,0,1,0.16,22,90.23
2026-01-16,1008,Saurabh,Fortuner,BE-08,RF Cable,Critical,2129,2,0.0009,0.999,1.15,9,79.17
2026-01-12,1007,Neha,Prado EU,BE-08,Inner VI,Semi-Critical,2046,3,0.0015,0.998,0.7,10,83.72
2026-01-15,1002,Kajal,Innova,BE-08,PCB,Critical,2097,3,0.0014,0.998,0.21,14,88.95
2026-01-15,1001,Anuj,Prado EU,BE-08,Battery,Semi-Critical,1917,1,0.0005,0.999,0.89,101,89.47
2026-01-13,1008,Saurabh,Innova,BE-07,RF Cable,Critical,1605,3,0.0019,0.997,0.95,65,85.76
2026-01-14,1009,Kiran,Prado EU,BE-09,RF Cable,Critical,1891,4,0.0021,0.997,1.02,117,89.38
2026-01-15,1009,Kiran,Prado NA,BE-08,Cosmetic,Normal,2284,1,0.0004,0.999,0.53,12,85.67
2026-01-12,1002,Kajal,Prado NA,BE-09,RF Cable,Critical,1902,0,0,1,0.7,42,86.5
2026-01-13,1004,Rishi,Fortuner,BE-07,Battery,Semi-Critical,2067,3,0.0015,0.998,0.92,91,88.27
2026-01-16,1003,Ritesh,Prado NA,BE-09,Battery,Semi-Critical,2244,0,0,1,0.19,22,89.93
2026-01-15,1003,Ritesh,Fortuner,BE-07,Inner VI,Semi-Critical,1881,1,0.0005,0.999,0.94,7,81.14
2026-01-13,1004,Rishi,Prado NA,BE-07,Cosmetic,Normal,1827,1,0.0005,0.999,0.23,63,92.91
2026-01-14,1009,Kiran,Prado EU,BE-07,Inner VI,Semi-Critical,1694,1,0.0006,0.999,0.35,117,96.2
2026-01-16,1008,Saurabh,Prado NA,BE-09,Camera,Critical,1530,1,0.0007,0.999,0.77,77,88.66
2026-01-12,1010,Maya,Innova,BE-09,Battery,Semi-Critical,1815,0,0,1,0.02,36,92.8
2026-01-15,1007,Neha,Innova,BE-07,Inner VI,Semi-Critical,2287,1,0.0004,0.999,0.45,109,94.55
2026-01-10,1005,Puja,Innova,BE-09,Inner VI,Semi-Critical,2273,2,0.0009,0.999,0.97,94,88.07
2026-01-11,1004,Rishi,Prado NA,BE-08,RF Cable,Critical,1808,2,0.0011,0.998,0.94,63,85.76
2026-01-13,1003,Ritesh,Prado NA,BE-08,Battery,Semi-Critical,2058,1,0.0005,0.999,1.12,29,81.18
2026-01-10,1006,Shubham,Fortuner,BE-08,RF Cable,Critical,1655,2,0.0012,0.998,1.1,102,87.4
2026-01-14,1001,Anuj,Innova,BE-09,Battery,Semi-Critical,1549,1,0.0006,0.999,1.12,99,87
2026-01-11,1001,Anuj,Innova,BE-09,Camera,Critical,2057,5,0.0024,0.996,0.84,55,85.98
2026-01-10,1004,Rishi,Fortuner,BE-07,Battery,Semi-Critical,2296,0,0,1,0.42,95,93.72
2026-01-11,1009,Kiran,Prado EU,BE-07,PCB,Critical,1952,1,0.0005,0.999,1.12,52,83.09
2026-01-12,1001,Anuj,Prado NA,BE-09,RF Cable,Critical,1610,2,0.0012,0.998,0.04,82,96.33
2026-01-13,1001,Anuj,Innova,BE-08,Battery,Semi-Critical,2277,0,0,1,0.27,10,88.13
2026-01-10,1009,Kiran,Innova,BE-07,Battery,Semi-Critical,2180,0,0,1,0.77,57,87.05
2026-01-16,1006,Shubham,Fortuner,BE-08,Cosmetic,Normal,1693,1,0.0006,0.999,0.56,112,93.69
2026-01-11,1006,Shubham,Innova,BE-09,RF Cable,Critical,1970,1,0.0005,0.999,0.03,75,95.91
2026-01-11,1002,Kajal,Prado NA,BE-08,PCB,Critical,1797,3,0.0017,0.997,0.72,27,84.91
2026-01-16,1007,Neha,Prado EU,BE-07,Battery,Semi-Critical,2266,0,0,1,0.01,38,93.07
2026-01-10,1003,Ritesh,Prado NA,BE-08,PCB,Critical,2115,1,0.0005,0.999,0.59,83,90.98
2026-01-10,1003,Ritesh,Innova,BE-08,Inner VI,Semi-Critical,2175,0,0,1,0.39,84,93.1
2026-01-14,1001,Anuj,Prado NA,BE-08,RF Cable,Critical,1880,1,0.0005,0.999,0.18,60,93.16
2026-01-15,1002,Kajal,Innova,BE-09,Battery,Semi-Critical,1768,0,0,1,0.94,7,81.18
2026-01-12,1003,Ritesh,Prado EU,BE-09,PCB,Critical,1757,3,0.0017,0.997,0.34,42,89.96
2026-01-11,1007,Neha,Prado EU,BE-09,PCB,Critical,1701,4,0.0024,0.997,0.58,54,88.51
2026-01-10,1001,Anuj,Innova,BE-08,Camera,Critical,2041,4,0.002,0.997,0.34,85,93.52
2026-01-10,1007,Neha,Prado EU,BE-08,Inner VI,Semi-Critical,1776,1,0.0006,0.999,0.04,60,94.55
2026-01-13,1006,Shubham,Prado EU,BE-09,Battery,Semi-Critical,1992,1,0.0005,0.999,0.37,78,92.76
2026-01-16,1008,Saurabh,Prado EU,BE-07,Camera,Critical,1667,2,0.0012,0.998,1.04,93,87.25
2026-01-11,1004,Rishi,Innova,BE-09,Battery,Semi-Critical,2295,1,0.0004,0.999,0.95,17,81.88
2026-01-11,1002,Kajal,Innova,BE-08,PCB,Critical,1964,3,0.0015,0.998,0.63,117,93.33
2026-01-11,1009,Kiran,Fortuner,BE-08,Battery,Semi-Critical,2061,0,0,1,0.11,58,93.73
2026-01-13,1009,Kiran,Prado EU,BE-09,Battery,Semi-Critical,1619,2,0.0012,0.998,0.43,56,90.27
2026-01-12,1008,Saurabh,Innova,BE-08,Inner VI,Semi-Critical,1754,1,0.0006,0.999,0.28,58,91.99
2026-01-10,1010,Maya,Innova,BE-07,PCB,Critical,2104,2,0.001,0.999,1.04,92,87.19
2026-01-14,1009,Kiran,Prado EU,BE-09,Battery,Semi-Critical,1612,0,0,1,0.45,40,88.83
2026-01-13,1009,Kiran,Prado EU,BE-09,PCB,Critical,2199,1,0.0005,0.999,0.95,57,85.21
2026-01-13,1003,Ritesh,Prado NA,BE-09,Battery,Semi-Critical,1585,3,0.0019,0.998,0.25,116,97.02
2026-01-10,1006,Shubham,Prado NA,BE-07,Cosmetic,Normal,2213,1,0.0005,0.999,0.89,39,84.32
2026-01-12,1009,Kiran,Innova,BE-07,Cosmetic,Normal,2267,1,0.0004,0.999,0.47,101,93.68
2026-01-13,1010,Maya,Prado EU,BE-08,PCB,Critical,2054,5,0.0024,0.996,0.26,58,92.03
2026-01-11,1004,Rishi,Fortuner,BE-07,RF Cable,Critical,1908,3,0.0016,0.998,0.53,17,85.98
2026-01-15,1008,Saurabh,Prado NA,BE-07,RF Cable,Critical,2276,0,0,1,0.3,45,90.75
2026-01-13,1010,Maya,Prado NA,BE-08,PCB,Critical,1832,0,0,1,0.25,60,92.5
2026-01-11,1007,Neha,Innova,BE-09,Battery,Semi-Critical,2262,0,0,1,0,45,93.75
2026-01-11,1009,Kiran,Fortuner,BE-08,PCB,Critical,1629,2,0.0012,0.998,0.71,17,84.21
2026-01-11,1009,Kiran,Fortuner,BE-08,RF Cable,Critical,1922,7,0.0036,0.995,0.51,61,89.69
2026-01-13,1002,Kajal,Fortuner,BE-07,RF Cable,Critical,2000,3,0.0015,0.998,0.6,49,87.96
2026-01-12,1006,Shubham,Prado EU,BE-07,Inner VI,Semi-Critical,2222,1,0.0005,0.999,0.68,106,92
2026-01-16,1007,Neha,Prado NA,BE-08,Battery,Semi-Critical,1995,1,0.0005,0.999,0.65,119,93.38
2026-01-12,1006,Shubham,Prado EU,BE-08,RF Cable,Critical,2064,1,0.0005,0.999,0.93,115,90.25
2026-01-15,1009,Kiran,Fortuner,BE-08,Inner VI,Semi-Critical,2258,1,0.0004,0.999,0.36,7,86.95
2026-01-12,1009,Kiran,Fortuner,BE-09,Battery,Semi-Critical,1583,1,0.0006,0.999,0.55,110,93.62
2026-01-12,1009,Kiran,Innova,BE-09,Cosmetic,Normal,1945,3,0.0015,0.998,1.1,28,81.21
2026-01-12,1006,Shubham,Prado EU,BE-07,Cosmetic,Normal,2171,1,0.0005,0.999,0.35,60,91.46
2026-01-16,1001,Anuj,Fortuner,BE-07,RF Cable,Critical,1575,2,0.0013,0.998,0.15,58,93.23
2026-01-12,1005,Puja,Fortuner,BE-07,RF Cable,Critical,1917,0,0,1,0.55,22,86.33
2026-01-13,1006,Shubham,Prado NA,BE-07,RF Cable,Critical,1870,2,0.0011,0.999,0.95,8,81.09
2026-01-10,1002,Kajal,Innova,BE-09,Battery,Semi-Critical,1707,3,0.0018,0.997,0.65,111,92.6
2026-01-16,1004,Rishi,Innova,BE-08,PCB,Critical,1758,1,0.0006,0.999,0.94,12,81.55
2026-01-15,1009,Kiran,Prado EU,BE-08,Camera,Critical,1578,1,0.0006,0.999,1.14,99,86.8
2026-01-13,1004,Rishi,Innova,BE-07,Cosmetic,Normal,2170,2,0.0009,0.999,0.05,61,94.51
2026-01-10,1008,Saurabh,Prado EU,BE-08,RF Cable,Critical,1774,3,0.0017,0.998,0.02,58,94.5
2026-01-13,1008,Saurabh,Prado EU,BE-09,PCB,Critical,1839,1,0.0005,0.999,0.74,9,83.31
2026-01-14,1010,Maya,Prado EU,BE-08,Camera,Critical,2108,3,0.0014,0.998,0.67,18,84.69
2026-01-16,1010,Maya,Fortuner,BE-08,PCB,Critical,1782,2,0.0011,0.999,0.41,85,92.9
2026-01-15,1009,Kiran,Innova,BE-07,Battery,Semi-Critical,2197,1,0.0005,0.999,0.44,99,93.81
2026-01-13,1005,Puja,Innova,BE-07,Battery,Semi-Critical,1784,2,0.0011,0.998,0.03,16,90.94
2026-01-13,1006,Shubham,Prado NA,BE-07,RF Cable,Critical,2099,0,0,1,0.73,72,88.7
2026-01-15,1006,Shubham,Fortuner,BE-08,Camera,Critical,1553,1,0.0006,0.999,0.08,38,92.32
2026-01-15,1007,Neha,Prado NA,BE-07,Inner VI,Semi-Critical,2247,0,0,1,0.67,43,86.88
2026-01-10,1004,Rishi,Prado NA,BE-09,Camera,Critical,1968,0,0,1,0.68,95,91.12
2026-01-15,1003,Ritesh,Innova,BE-08,Battery,Semi-Critical,2024,0,0,1,0.05,7,90.08
2026-01-12,1001,Anuj,Prado EU,BE-07,PCB,Critical,1685,2,0.0012,0.998,0.48,102,93.61
2026-01-15,1009,Kiran,Fortuner,BE-07,Inner VI,Semi-Critical,1799,0,0,1,0.47,112,94.63
2026-01-15,1004,Rishi,Innova,BE-08,Battery,Semi-Critical,1607,3,0.0019,0.998,0.04,16,90.79
2026-01-10,1010,Maya,Innova,BE-07,Battery,Semi-Critical,1635,1,0.0006,0.999,0.75,88,89.79
2026-01-11,1007,Neha,Innova,BE-09,Battery,Semi-Critical,1948,0,0,1,0.25,97,95.58
2026-01-14,1001,Anuj,Prado NA,BE-07,Inner VI,Semi-Critical,1536,0,0,1,1.03,105,88.45
2026-01-11,1008,Saurabh,Fortuner,BE-08,Camera,Critical,2106,1,0.0005,0.999,0.39,30,88.56
2026-01-13,1004,Rishi,Prado NA,BE-08,Camera,Critical,1752,0,0,1,0.17,69,94.05
2026-01-14,1004,Rishi,Innova,BE-09,Battery,Semi-Critical,1999,0,0,1,0.39,10,86.93
2026-01-14,1008,Saurabh,Fortuner,BE-07,Inner VI,Semi-Critical,1855,3,0.0016,0.998,0.02,105,98.42
2026-01-12,1010,Maya,Prado NA,BE-07,RF Cable,Critical,2066,1,0.0005,0.999,0.59,94,91.9
2026-01-11,1001,Anuj,Prado EU,BE-08,Camera,Critical,2116,3,0.0014,0.998,0.4,103,94.47
2026-01-13,1006,Shubham,Prado NA,BE-09,Cosmetic,Normal,2241,1,0.0004,0.999,1.14,51,82.81
2026-01-13,1001,Anuj,Prado NA,BE-08,Battery,Semi-Critical,1620,1,0.0006,0.999,0.1,96,96.95
2026-01-12,1002,Kajal,Fortuner,BE-09,Camera,Critical,2105,1,0.0005,0.999,0.32,6,87.26
2026-01-11,1006,Shubham,Prado NA,BE-08,Camera,Critical,2027,0,0,1,0.61,27,86.15
2026-01-16,1005,Puja,Prado NA,BE-07,Battery,Semi-Critical,1649,0,0,1,0.79,41,85.52
2026-01-15,1001,Anuj,Fortuner,BE-09,Inner VI,Semi-Critical,2088,1,0.0005,0.999,0.86,65,86.78
2026-01-16,1009,Kiran,Innova,BE-07,Inner VI,Semi-Critical,1997,2,0.001,0.999,0.68,105,91.87
2026-01-15,1003,Ritesh,Prado EU,BE-08,Battery,Semi-Critical,2042,2,0.001,0.999,0.1,111,98.17
2026-01-10,1001,Anuj,Prado EU,BE-07,RF Cable,Critical,1545,2,0.0013,0.998,0.28,109,96.18
2026-01-12,1006,Shubham,Innova,BE-07,Camera,Critical,1531,2,0.0013,0.998,0.79,42,85.49
2026-01-10,1008,Saurabh,Prado EU,BE-09,Cosmetic,Normal,1738,0,0,1,1.05,52,83.83
2026-01-14,1002,Kajal,Prado NA,BE-09,Cosmetic,Normal,1869,1,0.0005,0.999,0.04,18,91.06
2026-01-12,1008,Saurabh,Prado NA,BE-07,RF Cable,Critical,2198,4,0.0018,0.997,0.06,5,89.66
2026-01-14,1009,Kiran,Prado NA,BE-07,RF Cable,Critical,1893,2,0.0011,0.998,1.16,54,82.81
2026-01-13,1002,Kajal,Prado EU,BE-08,RF Cable,Critical,1853,1,0.0005,0.999,0.32,23,88.68
2026-01-10,1005,Puja,Prado NA,BE-09,RF Cable,Critical,1814,3,0.0017,0.998,0.17,9,88.92
2026-01-16,1005,Puja,Prado EU,BE-08,Inner VI,Semi-Critical,1784,1,0.0006,0.999,1.14,51,82.8
2026-01-14,1010,Maya,Innova,BE-08,Battery,Semi-Critical,1654,2,0.0012,0.998,1.02,48,83.7
2026-01-13,1008,Saurabh,Prado NA,BE-07,PCB,Critical,1528,5,0.0033,0.995,0.07,116,98.7
2026-01-10,1004,Rishi,Innova,BE-08,Inner VI,Semi-Critical,2256,0,0,1,1.16,61,83.48
2026-01-16,1003,Ritesh,Innova,BE-07,Battery,Semi-Critical,1683,2,0.0012,0.998,0.25,14,88.57
2026-01-10,1008,Saurabh,Prado EU,BE-09,Inner VI,Semi-Critical,2168,1,0.0005,0.999,0.37,78,92.76
2026-01-12,1002,Kajal,Prado EU,BE-08,PCB,Critical,1904,3,0.0016,0.998,0.84,36,84.47
2026-01-15,1009,Kiran,Prado NA,BE-09,Camera,Critical,2158,2,0.0009,0.999,0.47,9,85.98
2026-01-15,1010,Maya,Prado EU,BE-08,PCB,Critical,1567,3,0.0019,0.997,0.57,31,86.72
2026-01-10,1008,Saurabh,Prado NA,BE-08,Inner VI,Semi-Critical,2288,4,0.0017,0.997,0.54,62,89.63
2026-01-11,1003,Ritesh,Fortuner,BE-08,Battery,Semi-Critical,2133,1,0.0005,0.999,0.82,7,82.35
2026-01-13,1009,Kiran,Prado EU,BE-09,Camera,Critical,2054,0,0,1,1.19,100,86.43
2026-01-11,1001,Anuj,Innova,BE-08,Inner VI,Semi-Critical,1500,0,0,1,0.92,11,81.72
2026-01-15,1004,Rishi,Fortuner,BE-09,PCB,Critical,1589,2,0.0013,0.998,0.71,61,87.88
2026-01-14,1008,Saurabh,Prado NA,BE-08,Battery,Semi-Critical,1842,0,0,1,1.18,91,85.78
2026-01-11,1001,Anuj,Fortuner,BE-09,PCB,Critical,1716,1,0.0006,0.999,0.17,87,95.5
2026-01-15,1002,Kajal,Prado EU,BE-08,Battery,Semi-Critical,1501,2,0.0013,0.998,0.35,35,89.31
2026-01-15,1005,Puja,Prado EU,BE-09,RF Cable,Critical,2085,1,0.0005,0.999,0.94,90,88.06
2026-01-10,1001,Anuj,Fortuner,BE-08,RF Cable,Critical,2264,2,0.0009,0.999,0.88,86,88.3
2026-01-10,1007,Neha,Fortuner,BE-09,PCB,Critical,2051,2,0.001,0.999,0.83,35,84.54
2026-01-12,1010,Maya,Prado NA,BE-09,Cosmetic,Normal,2046,3,0.0015,0.998,0.88,29,83.5
2026-01-14,1006,Shubham,Prado EU,BE-09,Cosmetic,Normal,1949,0,0,1,1.06,82,86.23
2026-01-10,1003,Ritesh,Prado EU,BE-08,Inner VI,Semi-Critical,2080,2,0.001,0.998,0.95,79,87
2026-01-11,1010,Maya,Innova,BE-09,Inner VI,Semi-Critical,2248,1,0.0004,0.999,0.8,13,83.05
2026-01-15,1002,Kajal,Prado EU,BE-09,Inner VI,Semi-Critical,2287,0,0,1,1.06,27,81.65
2026-01-12,1007,Neha,Prado NA,BE-08,Camera,Critical,1600,4,0.0025,0.996,0.39,30,88.4
2026-01-16,1003,Ritesh,Prado EU,BE-09,Battery,Semi-Critical,1535,1,0.0007,0.999,1.18,97,86.23
2026-01-13,1004,Rishi,Prado NA,BE-07,Cosmetic,Normal,1609,1,0.0006,0.999,0.67,104,91.92
2026-01-12,1006,Shubham,Prado NA,BE-09,Battery,Semi-Critical,1565,0,0,1,0.46,90,92.9
2026-01-13,1008,Saurabh,Prado NA,BE-08,Battery,Semi-Critical,1946,0,0,1,0.43,56,90.37
2026-01-15,1001,Anuj,Fortuner,BE-08,Camera,Critical,2188,1,0.0005,0.999,0.62,112,93.09
2026-01-12,1007,Neha,Prado EU,BE-07,Camera,Critical,1754,2,0.0011,0.998,0.45,50,89.57
2026-01-11,1001,Anuj,Prado NA,BE-08,RF Cable,Critical,1725,1,0.0006,0.999,0.4,55,90.54
2026-01-14,1010,Maya,Innova,BE-08,Inner VI,Semi-Critical,1913,0,0,1,1.1,70,84.83
2026-01-11,1010,Maya,Innova,BE-08,PCB,Critical,2183,3,0.0014,0.998,0.81,77,88.21
2026-01-14,1010,Maya,Fortuner,BE-09,Cosmetic,Normal,2192,1,0.0005,0.999,1.16,98,86.53
2026-01-12,1010,Maya,Fortuner,BE-07,Cosmetic,Normal,1673,1,0.0006,0.999,1.06,35,82.27
2026-01-12,1002,Kajal,Prado NA,BE-07,Cosmetic,Normal,1683,1,0.0006,0.999,0.35,54,90.95
2026-01-10,1002,Kajal,Fortuner,BE-08,Inner VI,Semi-Critical,1500,2,0.0013,0.998,1.14,93,86.24
2026-01-10,1006,Shubham,Prado NA,BE-07,Battery,Semi-Critical,1801,0,0,1,0.53,48,88.7
2026-01-13,1002,Kajal,Prado EU,BE-09,PCB,Critical,2184,1,0.0005,0.999,0.83,107,90.58
2026-01-14,1005,Puja,Innova,BE-08,Battery,Semi-Critical,2178,0,0,1,0.83,32,84.37
2026-01-14,1004,Rishi,Innova,BE-09,Battery,Semi-Critical,2030,1,0.0005,0.999,0.03,104,98.33
2026-01-14,1010,Maya,Fortuner,BE-08,PCB,Critical,1853,2,0.0011,0.999,0.94,108,89.52
2026-01-16,1007,Neha,Prado EU,BE-08,RF Cable,Critical,2211,1,0.0005,0.999,0.41,108,94.87
2026-01-12,1008,Saurabh,Innova,BE-08,Cosmetic,Normal,2197,0,0,1,0.69,55,87.68
2026-01-12,1006,Shubham,Prado EU,BE-08,Camera,Critical,1607,1,0.0006,0.999,0.46,52,89.68
2026-01-16,1004,Rishi,Prado NA,BE-07,RF Cable,Critical,2023,1,0.0005,0.999,1.14,92,86.23
2026-01-12,1010,Maya,Prado EU,BE-07,Inner VI,Semi-Critical,1822,1,0.0005,0.999,0.44,99,93.81
2026-01-13,1005,Puja,Prado NA,BE-08,Inner VI,Semi-Critical,1503,1,0.0007,0.999,0.26,43,90.93
2026-01-16,1004,Rishi,Fortuner,BE-07,Camera,Critical,1674,3,0.0018,0.997,0.86,17,82.67
2026-01-16,1004,Rishi,Fortuner,BE-07,Battery,Semi-Critical,2279,2,0.0009,0.999,1.11,62,83.99
2026-01-16,1009,Kiran,Fortuner,BE-08,RF Cable,Critical,1745,2,0.0011,0.998,0.57,83,91.12
2026-01-14,1007,Neha,Prado EU,BE-07,Camera,Critical,1748,2,0.0011,0.998,1.02,91,87.29
2026-01-11,1007,Neha,Innova,BE-07,PCB,Critical,2230,3,0.0013,0.998,0.64,26,85.66
2026-01-11,1010,Maya,Prado EU,BE-07,RF Cable,Critical,2154,5,0.0023,0.997,0.22,50,91.79
2026-01-16,1007,Neha,Innova,BE-08,PCB,Critical,2237,2,0.0009,0.999,0.32,52,91.06
2026-01-16,1005,Puja,Prado NA,BE-07,Cosmetic,Normal,2252,1,0.0004,0.999,0.33,74,92.83
2026-01-14,1004,Rishi,Prado NA,BE-07,Inner VI,Semi-Critical,1654,1,0.0006,0.999,0.22,23,89.67
2026-01-11,1010,Maya,Innova,BE-07,PCB,Critical,2034,0,0,1,0.28,103,95.78
2026-01-10,1001,Anuj,Prado NA,BE-09,Inner VI,Semi-Critical,1847,0,0,1,0.42,101,94.22
2026-01-16,1006,Shubham,Prado NA,BE-07,Camera,Critical,1623,1,0.0006,0.999,0.81,29,84.27
2026-01-13,1007,Neha,Prado NA,BE-08,RF Cable,Critical,1822,3,0.0016,0.998,0.68,87,90.31
2026-01-10,1001,Anuj,Prado NA,BE-08,Cosmetic,Normal,1994,0,0,1,0.5,58,89.83
2026-01-12,1004,Rishi,Prado NA,BE-08,Cosmetic,Normal,2102,1,0.0005,0.999,0.59,85,91.14
2026-01-16,1004,Rishi,Prado NA,BE-09,Battery,Semi-Critical,2155,0,0,1,0.04,99,97.85
2026-01-12,1005,Puja,Prado EU,BE-08,Camera,Critical,2147,2,0.0009,0.999,0.03,47,93.54
2026-01-12,1010,Maya,Prado NA,BE-08,RF Cable,Critical,2249,3,0.0013,0.998,0.56,80,90.96
2026-01-12,1001,Anuj,Fortuner,BE-09,Battery,Semi-Critical,1878,3,0.0016,0.998,1,72,85.88
2026-01-15,1002,Kajal,Fortuner,BE-07,Battery,Semi-Critical,1624,0,0,1,0.69,83,90.02
2026-01-15,1002,Kajal,Prado EU,BE-07,Camera,Critical,1995,0,0,1,0.41,95,93.82
2026-01-12,1008,Saurabh,Prado NA,BE-07,Camera,Critical,2106,1,0.0005,0.999,0.07,109,98.34
2026-01-13,1006,Shubham,Prado EU,BE-08,RF Cable,Critical,1724,3,0.0017,0.998,0.88,15,82.32
2026-01-15,1003,Ritesh,Fortuner,BE-08,PCB,Critical,2221,1,0.0005,0.999,0.83,79,88.25
2026-01-13,1007,Neha,Fortuner,BE-07,Camera,Critical,2008,3,0.0015,0.998,0.61,13,84.86
2026-01-12,1006,Shubham,Prado NA,BE-09,PCB,Critical,1632,2,0.0012,0.998,0.52,91,92.28
2026-01-14,1004,Rishi,Prado NA,BE-08,Cosmetic,Normal,2002,1,0.0005,0.999,1.05,63,84.71
2026-01-11,1006,Shubham,Fortuner,BE-09,RF Cable,Critical,1742,1,0.0006,0.999,0.76,105,91.1
2026-01-15,1003,Ritesh,Innova,BE-07,PCB,Critical,1610,0,0,1,0.21,21,89.65
2026-01-12,1002,Kajal,Fortuner,BE-09,Battery,Semi-Critical,1576,0,0,1,0.68,102,91.7
2026-01-13,1003,Ritesh,Prado NA,BE-09,PCB,Critical,1893,2,0.0011,0.999,0.5,114,94.42
2026-01-10,1003,Ritesh,Prado EU,BE-09,PCB,Critical,1826,1,0.0005,0.999,0.72,97,90.84
2026-01-15,1001,Anuj,Prado NA,BE-09,Battery,Semi-Critical,2087,1,0.0005,0.999,0.85,68,87.13
2026-01-13,1010,Maya,Fortuner,BE-07,Battery,Semi-Critical,1617,2,0.0012,0.998,1.06,49,83.38
2026-01-14,1003,Ritesh,Prado NA,BE-07,RF Cable,Critical,2147,0,0,1,0.82,74,87.97
2026-01-14,1009,Kiran,Fortuner,BE-08,PCB,Critical,1838,1,0.0005,0.999,0.98,58,84.99
2026-01-13,1002,Kajal,Prado EU,BE-09,Battery,Semi-Critical,1904,0,0,1,0.93,19,82.28
